charge_code,severity,class,short_desc,mshp_code,ncic_code,statute,long_desc,osca_type,sevclass_value,ncic_category,legacy,OLD_category,OLD_ncic,dv
26149,M,B,FLS HIST-SCOOL ENROLMNT,MISFAM,38,167023,MAKING FALSE STATEMENT REGARDING PRIOR HISTORY FOR PURPOSES OF SCHOOL ENROLLMENT,M,8,FAMILY OFFENSES,TRUE,Family Crime,38,
26150,M,C,VIOL COMPULSORY SCH ATND,MISFAM,38,167031,VIOLATION OF EDUCATION REQUIREMENT FOR A CHILD,M,9,FAMILY OFFENSES,TRUE,Family Crime,38,
54090,M,U,TRUANCY,MISPUB,73,167031,TRUANCY,M,11,PUBLIC ORDER CRIMES,TRUE,Assorted Other,73,
19710,M,A,SCHOOL DIST EMPL SELLING COMMODITIES TO SCHOOL,MISFRD,26,171181,SCHOOL DISTRICT EMPLOYEE SELLING COMMODITIES TO SCHOOL,M,7,FRAUD,TRUE,Fraud,26,
19712,M,C,USE/ATMPT FALSE DEG-HIGHER EDUC,MISFRD,26,173754,KNOWINGLY USE OR ATTEMPT TO USE FALSE/MISLEADING DEGREE OR IN FALSE/MISLEADING MANNER FROM INSTITUTION OF HIGHER EDUCATION,M,9,FRAUD,TRUE,Fraud,26,
61015,F,C,PERFORM OR INDUCE ABORTION OF AN UNBORN CHILD IN VIOLATION OF RSMO 188.030,FELABO,14,188030,PERFORM OR INDUCE AN ABORTION OF AN UNBORN CHILD IN VIOLATION OF SECTION 188.030 RSMO,F,3,HEALTH AND SAFETY - ABORTION,TRUE,Abortion,14,
61020,M,A,KNOW-PERFORM/AID-ILLEGAL ABORTION,MISABO,14,188075,KNOWINGLY PERFORM/INDUCE/AID PERFOMING AN ABORTION CONTRARY TO SECTIONS 188.010 - 188.085 OR FAIL TO PERFORM ACTION REQUIRED BY SECTION 188.010 - 188.085,M,7,HEALTH AND SAFETY - ABORTION,TRUE,Abortion,14,
36122,M,A,PERFORM/AID IN PERFORM ABORTION,MISHLT,14,188075,"""KNOWINGLY PERFORM OR AID IN PERFORMING AN ABORTION CONTRARY TO SEC 188.010-.085, OR FAIL TO PERFORM ACTION REQUIRED BY SEC. 188.010-.085""",,7,HEALTH AND SAFETY - ABORTION,TRUE,Abortion,14,
61001,M,A,PERFORM ABORT-BY PHYS W/O CL PRIV,MISABO,14,188080,PERFORM/INDUCE ABORTION BY PHYSICIAN WITH NO CLINICAL PRIVILEGES AT HOSPITAL WITHIN 30 MILES OF ABORTION/INDUCEMENT,M,7,HEALTH AND SAFETY - ABORTION,TRUE,Abortion,14,
61010,F,B,PERFORM/INDUCE ABORTION-NOT PHYS,FELABO,14,188080,PERFORM/INDUCE/ATTEMPT TO PERFORM/INDUCE ABORTION BY PERSON WHO IS NOT A PHYSICIAN,F,2,HEALTH AND SAFETY - ABORTION,TRUE,Abortion,14,
36120,F,B,NON PHYS PERFORM/INDUCE ABORTION,FELHLT,14,188080,UNLAWFUL ABORTION,,2,HEALTH AND SAFETY - ABORTION,TRUE,Abortion,14,
36119,M,A,ABORT-PHYSN W/O PRIV-30 MILES,MISHLT,14,188080,PERFORM/INDUCE ABORTION BY PHYSICIAN WITH NO CLINICAL PRIVILEGES AT HOSPITAL WITHIN 30 MILES OFABORTION/INDUCEMENT,,7,HEALTH AND SAFETY - ABORTION,TRUE,Abortion,14,
36351,M,B,IMPERSONATE/PROV EMT SERV W/O LIC,MISHLT,55,190142,PROVIDE EMT SERVICES WITHOUT A LICENSE OR IMPERSONATE AN EMT,M,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
36346,M,B,"ILL USE,SELL,POSS EPIN INJ DEV",MISHLT,55,190246,"ILLEGALY USE, SELL OR POSSESS EPINEPHRINE AUTO-INJECTOR DEVICE",M,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
36347,M,B,ILL DISP OF EPIN AUTO-INJ DEV,MISHLT,55,190246,ILLEGAL DISPOSAL OF AN EPINEPHRINE AUTO-INJECTOR DEVICE,M,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
27017,M,B,"MISUSING ""911""",MISPOL,48,190308,"MISUSING ""911""",M,8,OBSTRUCTING POLICE,TRUE,Judicial Offense,48,
36348,M,B,OPER STRETCHER VAN SER W/O LIC,MISHLT,55,190528,OPERATE STRETCHER VAN SERVICE WITHOUT VALID LICENSE FROM THE DEPARTMENT OF HEALTH AND SENIOR SERVICES,M,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
36349,M,B,VIOL/SECT 190.525-190.537,MISHLT,55,190531,"VIOLATE, ASSIST OR ENABLE ANOTHER TO VIOLATE ANY PROVISION SECTION 190.525 - 190.537",M,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
36375,F,D,FALS/FORG OUTSD DNR OR W/H INFO,FELHLT,55,190621,EXECUTE/FALSIFY/FORGE AN OUTSIDE THE HOSPITAL DO-NOT-RESUSCITATE ORDER/IDENTIFICATION OF ANOTHER PERSON WITHOUT CONSENT OF THE OTHER PERSON OR CONCEAL/WITHHOLD PERSONAL KNOWLEDGE OR REVOCATION,F,4,HEALTH AND SAFETY,TRUE,Health Violation,55,
36377,M,A,CANCL/OBLIT OUTSD DNR OR FLS REV,MISHLT,55,190621,CONCEAL/CANCEL/DEFACE/OBLITERATE AN OUTSIDE THE HOSPITAL DO-NOT-RESUSCITATE ORDER/IDENTIFICATION OF ANOTHER PERSON WITHOUT CONSENT OF THE OTHER PERSON OR FALSIFY/FORGE A REVOCATION OR ORDER OR IDENTIFICATION,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36380,M,A,METABOLIC DISEASE-VIO,MISHLT,55,191331,FAIL TO TEST FOR PHENYLKETONURIA/OTHERMETABOLIC DISEASES WHEN NOTIFIED BY PHYS,,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36194,M,A,INFO RE-HIV RESULTS,MISHLT,55,191658,KNOWINGLY DISCLOSE INFORMATION OR HIV RESULTS OF ANOTHER,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36006,F,A,DONOR KNOWINGLY INFECT-HIV,FELHLT,55,191677,"KNOWINGLY INFECT ANOTHER WITH HIV BY BEING A BLOOD, BLOOD PRODUCT, ORGAN, TISSUE OR SPERM DONOR",F,1,HEALTH AND SAFETY,TRUE,Health Violation,55,
36007,F,A,ACTOR KNOWINGLY INFECT-HIV,FELHLT,55,191677,RECKLESSLY INFECT ANOTHER WITH HIV WHEN ACTOR IS KNOWINGLY INFECTED WITH HIV,F,1,HEALTH AND SAFETY,TRUE,Health Violation,55,
36008,F,B,BE DONOR-KNOWING INFECTED-HIV,FELHLT,55,191677,"BE OR ATTEMPT TO BE A BLOOD, BLOOD PRODUCT, ORGAN, TISSUE, SPERM DONOR WHEN ACTOR IS KNOWINGLY INFECTED WITH HIV",F,2,HEALTH AND SAFETY,TRUE,Health Violation,55,
36009,F,B,RISK INFECT-HIV-ACTOR KNOWS,FELHLT,55,191677,RECKLESSLY RISK INFECTION OF ANOTHER WITH HIV WHEN ACTOR IS KNOWINGLY INFECTED WITH HIV,F,2,HEALTH AND SAFETY,TRUE,Health Violation,55,
36192,F,C,REKLS RICK INFECT W HIV,FELHLT,55,191677,RECKLESS RISK INFECTION OF PERSON UNDER 17 W HIV-ACTOR OVER 21,,3,HEALTH AND SAFETY,TRUE,Health Violation,55,
36190,F,D,INFECT ANOTHER WITH HIV,FELHLT,55,191677,RECKLESSLY RISK INFECTION OF ANOTHER WITH HIV,,4,HEALTH AND SAFETY,TRUE,Health Violation,55,
36195,I,,SMOKING IN A PUBLIC PLCE,MISHLT,55,191767,SMOKING IN A PUBLIC PLACE/MEETING IN AN AREA NOT DESIGNATED AS SMOKING,IN,12,HEALTH AND SAFETY,TRUE,Health Violation,55,
36197,I,,ALLOW SMOKING PROHB AREA,MISHLT,55,191771,PERSON HAVING CUSTODY/CONTROL OF A PUBLIC PLACE/MEETING PERMITTING SMOKING IN A PROHIBITED AREA,IN,12,HEALTH AND SAFETY,TRUE,Health Violation,55,
36199,I,,SMOKE IN PUBL SCHOOL/BUS,MISHLT,55,191775,SMOKING IN PUBLIC ELEMENTARY/SECONDARY SCHOOL OR BUS USED FOR TRANSPORT OF STUDENTS,IN,12,HEALTH AND SAFETY,TRUE,Health Violation,55,
36198,I,,SMOKE-ST LIC CHILD/CA FA,MISHLT,55,191776,SMOKING IN A STATE LICENSED CHILD CARE FACILITY,IN,12,HEALTH AND SAFETY,TRUE,Health Violation,55,
36334,F,B,VIOL HEALTH CARE PAYMENT-SUB OFNS,FELHLT,55,191905,VIOLATIONS INVOLVING HEALTH CARE PAYMENTS - 2ND OR SUBSEQUENT OFFENSE,F,2,HEALTH AND SAFETY,TRUE,Health Violation,55,
36335,F,C,VIOL HEALTH CARE PAYMENT-1ST OFNS,FELHLT,55,191905,VIOLATIONS INVOLVING HEALTH CARE PAYMENTS - 1ST OFFENSE,F,3,HEALTH AND SAFETY,TRUE,Health Violation,55,
36336,F,D,PREVNT XCHG INFO RE HLT PYMNT FRAUD,FELHLT,55,191905,WILLFULLY PREVENT OR ATTEMPT TO PREVENT/OBSTRUCT/MISLEAD/DELAY COMMUNICATION OF INFORMATION/RECORDS REGARDING VIOLATION OF HEALTH CARE PAYMENT FRAUD AND ABUSE,F,4,HEALTH AND SAFETY,TRUE,Health Violation,55,
36339,F,C,ABUSE OF HLTH CARE RECIP->$500,FELHLT,55,191905,"ABUSE OF HEALTH CARE RECIPIENT - PHYSICAL, SEXUAL OR EMOTIONAL HARM OR INJURY (PROPERTY VALUE GREATER THAN $500)",F,3,HEALTH AND SAFETY,TRUE,Health Violation,55,
36344,M,A,ABUSE OF HLTH CARE RECIP-<$500,MISHLT,55,191905,ABUSE OF HEALTH CARE RECIPIENT - NO INJURY (PROPERTY VALUE LESS THAN $500),M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36343,F,C,VIOL HC PYMTS-2ND OFFENSE,FELHLT,55,191905,VIOLATION INVOLVING HEALTH CARE PAYMENTS-2ND/SUBSEQUENT OFFENSE,,3,HEALTH AND SAFETY,TRUE,Health Violation,55,
36342,M,A,ABUSE HCR NO INJ/U/$150,MISHLT,55,191905,ABUSE HEALTH CARE RECIPIENT/NO INJURY/PROPERTY VALUE UNDER $150,,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36341,F,D,VIOL HC PYMTS 1ST OFFENS,FELHLT,55,191905,VIOLATIONS INVOLVING HEALTH CARE PAYMENTS 1ST OFFENSE,,4,HEALTH AND SAFETY,TRUE,Health Violation,55,
36340,F,C,VIOL HC PYMT 2ND OFF 150,FELHLT,55,191905,VIOLATIONS HEALTH CARE PYMTS 2ND OFF HCR INJ/PROP/O/$150,,3,HEALTH AND SAFETY,TRUE,Health Violation,55,
36337,M,A,DESTY RECD OF HLT CARE PYMT/CLM,MISHLT,55,191910,KNOWINGLY DESTROY/CONCEAL RECORDS PERTAINING TO HEALTH CARE CLAIMS/PAYMENTS,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
19857,F,D,FL FLS RPT VIO HLT CARE PY-SUB OFNS,FELFRD,26,191914,INTENTIONALLY FILE FALSE REPORT OR CLAIM ALLEGING VIOLATION OF REGULATIONS REGARDING HEALTH CARE PAYMENT FRAUD AND ABUSE- 2ND OR SUBSEQUENT OFFENSE,F,4,FRAUD,TRUE,Fraud,26,
19858,M,A,FL FLS RPT VIO HLT CARE PYMNT-1ST OFNS,MISFRD,26,191914,INTENTIONALLY FILE A FALSE REPORT OR CLAIM ALLEGING A VIOLATION OF REGULATIONS REGARDING HEALTH CARE PAYMENT FRAUD AND ABUSE - 1ST OFFENSE,M,7,FRAUD,TRUE,Fraud,26,
19859,F,D,COMP XCHG FAIL RPT HLT CARE FRAUD,FELFRD,26,191914,RECEIVE COMPENSATION IN EXCHANGE FOR FAILING TO REPORT A HEALTH CARE FRAUD OR ABUSE VIOLATION,F,4,FRAUD,TRUE,Fraud,26,
36466,M,A,GIVE DOH INFO ON PAT ID,MISHLT,55,192043,RELEASE BY DEPT HEALTH OF INFO RE:DISCOUNTS OR PATIENT IDENTITY,,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36429,M,A,IMPROPER REACT TO PERSON OR DISCLOSE INFO REGRDING COMPLNT AGNST CARE FACILITY,MISHLT,55,1921064,IMPROPERLY REACT TO A PERSON OR DISCLOSE INFORMATION IN REGARD TO COMPLAINTS MADE AGAINST LONG-TERM CARE FACILITY,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
59060,M,A,HIRE PERSON LISTED ON/REFS TO REG-FAMILY CARE SAFETY REG,MISHLT,55,1921102,KNOWINGLY HIRE A PERSON LISTED ON/REFUSING TO REGISTER WITH FAMILY CARE SAFETY REGISTER,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36404,M,A,FAILURE OF APPLICANT TO DISCLOSE CRIMINAL HISTORY REGARDING HEALTHCARE WORKER(S),MISHLT,55,1921110,FAILURE OF APPLICANT TO DISCLOSE CRIMINAL HISTORY (REGARDING HEALTH CARE WORKERS),M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36415,M,A,HIRE PATIENT CARE EMP-CONVICTED OF FEL-SPEC STATUTES,MISHLT,55,1921110,"KNOWINGLY HIRE/RETAIN PATIENT CARE PERSON WHO HAS BEEN CONVICTED OF, PLEAD GUILTY TO, NOLO CONTENDERE OR FOUND GUILTY OF A CLASS A OR B FELONY VIOLATION OF CHAPTER 565, 566, 568, 569 OR SUBSECTION 3 OF 198.070",M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36011,M,A,VIOL ORDERS OF CO COMMSN,MISHLT,55,192300,"PERSON, FIRM, CORPORATION OR ASSOCIATION VIOLATING ANY OF THE ORDER/ORDINANCES ADOPTED, PROMULGATED, PUBLISHED BY COUNTY COMMISSION",M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36014,M,A,VIOL QUARNTN/CNCL DISEASE/REMV NOTICE,MISHLT,55,192320,VIOLATE QUARANTINE/CONCEAL A CASE OF INFECTIOUS DISEASE/REMOVE QUARANTINE NOTICE,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36465,M,A,GV DOH INFO CANCR PAT ID,MISHLT,55,192665,RELEASE OF DEPARTMENT OF HEALTH AND SENIOR SERVICES INFORMATION REGARDING DISCOUNTS OR CANCER PATIENT IDENTITY,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36460,I,,VIO MAINT OF REPORTS LAW,MISHLT,55,192744,FAILURE TO REPORT OR KEEP CONFIDENTIAL REPORTS OF HEAD AND SPINAL CORD INJURIES,IN,12,HEALTH AND SAFETY,TRUE,Health Violation,55,
36400,F,D,FALSE INFO/BIRTH CERTIF,FELHLT,55,193315,PROVIDING FALSE INFORMATION TO VITAL RECORDS,F,4,HEALTH AND SAFETY,TRUE,Health Violation,55,
36405,M,A,REFUSE INFO VITAL RECORD,MISHLT,55,193315,REFUSAL TO PROVIDE INFORMATION TO VITAL RECORDS,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36161,M,U,FAIL CMPLY W/REQURMNT TRSPRT DEAD BODIES,MISHLT,55,194110,FAILURE TO COMPLY WITH REQUIREMENTS FOR TRANSPORTATION OF DEAD BODIES,M,11,HEALTH AND SAFETY,TRUE,Health Violation,55,
36165,M,A,IMPROPER DISP-STLBRN CH,MISHLT,55,194200,FAILURE TO PROPERLY DISPOSE OF STILLBORN CHILD,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36601,F,U,PURCHASE/SELL ANATOMICAL GIFT,FELHLT,55,194275,PURCHASE/SELL ANATOMICAL GIFT OR PART,F,6,HEALTH AND SAFETY,TRUE,Health Violation,55,
19878,F,U,FALSIFY ANATOMICAL GIFT DOCUMENT,FELFRD,26,194280,FALSIFY/FORGE/CONCEAL/DEFACE/OBLITERATE AN ANATOMICAL GIFT DOCUMENT FOR FINANCIAL GAIN,F,6,FRAUD,TRUE,Fraud,26,
36600,F,D,VANDAL MARK/UNMARKED BURIAL SITE,FELHLT,55,194410,KNOWINGLY DISTURB/DESTROY/REMOVE/VANDALIZE/DAMAGE A MARKED OR UNMARKED BURIAL SITE,F,4,HEALTH AND SAFETY,TRUE,Health Violation,55,
36602,F,D,"PROF FRM HUM REM, SEC/SUB",FELHLT,55,194410,PROFITING FROM HUMAN REMAINS - 2ND OR SUBSEQUENT OFFENSE,F,4,HEALTH AND SAFETY,TRUE,Health Violation,55,
36603,M,A,PROFIT FROM HUMAN REMAINS-1ST OFNS,MISHLT,55,194410,PROFITING FROM HUMAN REMAINS - 1ST OFFENSE,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36604,F,D,PROF FRM CULT ITEMS,FELHLT,55,194410,PROFITING FROM CULTURAL ITEMS - 2ND OR SUBSEQUENT OFFENSE,F,4,HEALTH AND SAFETY,TRUE,Health Violation,55,
36605,M,A,PROFIT FROM CULTURAL ITEMS-1ST OFNS,MISHLT,55,194410,PROFITING FROM CULTURAL ITEMS - 1ST OFFENSE,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36048,F,D,ABANDONMENT OF A CORPSE,FELHLT,55,194425,ABANDONMENT OF A CORPSE,F,4,HEALTH AND SAFETY,TRUE,Health Violation,55,
47110,I,,FTY-ORGANIZED FUNRL PROCES,RGTWAY,54,194503,FAILED TO YIELD RIGHT-OF-WAY TO ORGANIZED FUNERAL PROCESSION,M,12,MOTOR VEHICLE,TRUE,Motor Vehicle,54,
32611,M,A,DISP/SELL EPHEDRINE W/O PRESCRIPT,MISDRG,35,195017,KNOWINGLY/RECKLESSLY FAIL TO COMPLY WITH REQUIREMENTS OF SECTION 195.017.11 REGARDING DISPENSE/SELL/DISTRIBUTE EPHEDRINE/PSEUDOEPHEDRINE WITHOUT A PRESCRIPTION,M,7,DANGEROUS DRUGS,TRUE,Drugs,35,
32612,M,A,PHARM/INTERN/TECH-ELECTRONIC LOG,FELDRG,35,195017,KNOWING/RECKLESS FAILURE OF PHARMACIST/INTERN/REGISTERED PHARMACY TECHNICIAN TO IMPLEMENT AND MAINTAIN ELECTRONIC LOG,M,7,DANGEROUS DRUGS,TRUE,Drugs,35,
32617,M,A,DISP/SELL/PURCH QUANT >SPECIFIED,MISDRG,35,195017,KNOWINGLY/RECKLESSLY DISPENSE/SELL/PURCHASE/RECEIVE/ACQUIRE QUANTITIES OF EPHEDRINE/PSEUDOEPHEDRINE GREATER THAN SPECIFIED IN CHAPTER 195,M,7,DANGEROUS DRUGS,TRUE,Drugs,35,
32618,M,A,FAIL LOC EPHEDRINE BHND PHRM CTR,MISDRG,35,195017,KNOWINGLY/RECKLESSLY FAIL TO LOCATE EPHEDRINE/PSEUDOEPHEDRINE PRODUCTS BEHIND PHARMACY COUNTER,M,7,DANGEROUS DRUGS,TRUE,Drugs,35,
32622,M,A,FAIL RETRN EPHDRN PROD MNFR/DISTR,MISDRG,35,195017,KNOWINGLY/RECKLESSLY FAILED NONREGISTERED INTITY RETURN/TRANSFER EPHEDRINE/PSEUDOEPHEDRINE PRODUCTS TO MANUFACTURER/DISTRIBUTOR/REGISTERANT,,7,DANGEROUS DRUGS,TRUE,Drugs,35,
32310,M,B,POSS/ADVERTISE IMIT DRUG,MISDRG,35,195020,DRUG VIOLATION - POSSESS IMITATION DRUG ADVERTISE IMITATION CONTROLLED SUBSTANCE,,8,DANGEROUS DRUGS,TRUE,Drugs,35,
32300,F,D,DELIVER/MFG IMIT DRUG,FELDRG,35,195020,DRUG VIOLATION - DELIVER/MANUFACTURE IMITATION CONTROL SUBSTANCE,,4,DANGEROUS DRUGS,TRUE,Drugs,35,
32290,M,B,POSS/ADV DRUG PARAPHERNA,MISDRG,35,195020,POSSESS OR ADVERTISE DRUG PARAPHERNALIA,,8,DANGEROUS DRUGS,TRUE,Drugs,35,
32280,F,D,DELIVER/MFG DRUG PARAPHE,FELDRG,35,195020,DRUG VIOLATION - DELIVER/MANUFACTURE DRUG PARAPHERNALIA,,4,DANGEROUS DRUGS,TRUE,Drugs,35,
32272,F,D,VMCSL DEL/MFG IMITAT C/S,FELDRG,35,195020,VIOLATION MO CONTROLLED SUBSTANCE LAW DEL/MFR IMITATION CONTROL SUBS,,4,DANGEROUS DRUGS,TRUE,Drugs,35,
32262,F,D,VMCSL DEL/MFG DRUG PARA,FELDRG,35,195020,VIOLATION MO CONTROLLED SUBSTANCE LAW DEL/MFG DRUG PARAPHERNIALIA,,4,DANGEROUS DRUGS,TRUE,Drugs,35,
32261,M,B,VMCSL ADVERTISE DRUG PARA,MISDRG,35,195020,VIOLATION MO CONTROLLED SUBSTANCE LAW ADVERTISE DRUG PARAPHERNALIA,,8,DANGEROUS DRUGS,TRUE,Drugs,35,
32140,F,U,DRUG VIO - COMPOUND,FELDRG,35,195020,DRUG VIOLATION - COMPOUND,,6,DANGEROUS DRUGS,TRUE,Drugs,35,
32130,M,U,DRUG VIO - DISTRIBUTE,MISDRG,35,195020,DRUG VIOLATION - DISTRIBUTE,,11,DANGEROUS DRUGS,TRUE,Drugs,35,
32120,F,U,DRUG VIO - DISTRIBUTE,FELDRG,35,195020,DRUG VIOLATION - DISTRIBUTE,,6,DANGEROUS DRUGS,TRUE,Drugs,35,
32110,F,U,DRUG VIO - DISPENSE,FELDRG,35,195020,DRUG VIOLATION - DISPENSE,,6,DANGEROUS DRUGS,TRUE,Drugs,35,
32100,F,U,DRUG VIO - ADMINISTER,FELDRG,35,195020,DRUG VIOLATION - ADMINISTER,,6,DANGEROUS DRUGS,TRUE,Drugs,35,
32090,F,U,DRUG VIO - PRESCRIBE,FELDRG,35,195020,DRUG VIOLATION - PRESCRIBE,,6,DANGEROUS DRUGS,TRUE,Drugs,35,
32080,M,U,DRUG VIOLATION - SELL,MISDRG,35,195020,DRUG VIOLATION - SELL,,11,DANGEROUS DRUGS,TRUE,Drugs,35,
32070,F,U,DRUG VIOLATION - SELL,FELDRG,35,195020,DRUG VIOLATION - SELL,,6,DANGEROUS DRUGS,TRUE,Drugs,35,
32060,F,U,DRUG VIO-HAVE U/CONTROL,FELDRG,35,195020,DRUG VIOLATION - HAVE UNDER CONTROL,,6,DANGEROUS DRUGS,TRUE,Drugs,35,
32050,M,U,DRUG VIO - POSSESSION,MISDRG,35,195020,DRUG VIOLATION - POSSESSION,,11,DANGEROUS DRUGS,TRUE,Drugs,35,
32040,F,U,DRUG VIO - POSSESSION,FELDRG,35,195020,DRUG VIOLATION - POSSESSION,,6,DANGEROUS DRUGS,TRUE,Drugs,35,
32030,F,U,DRUG VIO - MANUFACTURE,FELDRG,35,195020,DRUG VIOLATION - MANUFACTURE,,6,DANGEROUS DRUGS,TRUE,Drugs,35,
32020,M,U,DRUG VIOLATION,MISDRG,35,195020,DRUG VIOLATION,,11,DANGEROUS DRUGS,TRUE,Drugs,35,
32010,F,U,DRUG VIOLATION,FELDRG,35,195020,DRUG VIOLATION,,6,DANGEROUS DRUGS,TRUE,Drugs,35,
32150,F,U,DRUG VIO - UNATH TRANSP,FELDRG,35,195025,DRUG VIOLATION - UNAUTHORIZED TRANSPORT,,6,DANGEROUS DRUGS,TRUE,Drugs,35,
32170,F,U,DRUG VIO - CULT/GROW/MIX,FELDRG,35,195030,DRUG VIOLATION -CULTIVATE/GROW/MIX,,6,DANGEROUS DRUGS,TRUE,Drugs,35,
32160,F,U,DRUG VIO-NO REGISTRATION,FELDRG,35,195030,DRUG VIOLATION - NO REGISTRATION FROM DIVISION OF HEALTH,,6,DANGEROUS DRUGS,TRUE,Drugs,35,
32180,F,U,DRUG VIO-FAIL KEEP RECDS,FELDRG,35,195050,DRUG VIOLATION - FAILED TO KEEP RECORDS,,6,DANGEROUS DRUGS,TRUE,Drugs,35,
32210,F,U,DRUG VIO-DEL SCRIPT/MAIL,FELDRG,35,195060,DRUG VIOLATION - DELIVERY PRESCRIPTION BY MAIL,,6,DANGEROUS DRUGS,TRUE,Drugs,35,
32200,F,U,DRUG VIO-ADVERT/PROMOTE,FELDRG,35,195060,DRUG VIOLATION-ADVERTISING OR PROMOTING,,6,DANGEROUS DRUGS,TRUE,Drugs,35,
32190,F,U,DRUG VIO-DEL W/O PRESCPT,FELDRG,35,195060,DRUG VIOLATION - DELIVERY WITHOUT PRESCRIPTION,,6,DANGEROUS DRUGS,TRUE,Drugs,35,
32220,F,U,DRUG VIO-UNLAW PRESCRIPT,FELDRG,35,195070,DRUG VIOLATION - UNLAWFUL PRESCRIPTION,,6,DANGEROUS DRUGS,TRUE,Drugs,35,
32230,F,U,DRUG VIO-IMPROP NO/LABEL,FELDRG,35,195100,DRUG VIOLATION - IMPROPER OR NO LABEL,,6,DANGEROUS DRUGS,TRUE,Drugs,35,
32240,F,U,DRUG VIO-N/ORIG CONTAIN,FELDRG,35,195110,DRUG VIOLATION-NOT IN ORIGINAL CONTAINER,,6,DANGEROUS DRUGS,TRUE,Drugs,35,
32255,F,C,KEEP MAINT PUB NUISANCE,FELDRG,35,195130,KEEPING OR MAINTAINING A PUBLIC NUISANCE,F,3,DANGEROUS DRUGS,TRUE,Drugs,35,
32250,F,U,DRUG VIO-MAIN COM NUISAN,FELDRG,35,195130,DRUG VIOLATION - MAINTAINING COMMON NUISANCE,,6,DANGEROUS DRUGS,TRUE,Drugs,35,
32265,F,D,DRUGS ILLEGALLY OBTAIN,FELDRG,35,195170,FRAUDULENTLY ATTEMPTING TO OBTAIN A CONTROLLED SUBSTANCE,,4,DANGEROUS DRUGS,TRUE,Drugs,35,
32260,F,U,DRUG VIO-OBTAIN BY FRAUD,FELDRG,35,195170,DRUG VIOLATION - OBTAINING SUBSTANCE BY FRAUD,,6,DANGEROUS DRUGS,TRUE,Drugs,35,
32450,F,C,POSS CONTROLLED SUBSTANCE-FELONY,FELDRG,35,195202,POSSESSION OF CONTROLLED SUBSTANCE EXCEPT 35 GRAMS OR LESS OF MARIJUANA,F,3,DANGEROUS DRUGS,TRUE,Drugs,35,
32452,F,C,POSS CNTRL SUB EXCPT 35G>CANBNOID,FELDRG,35,195202,POSSESSION OF CONTROLLED SUBSTANCE EXCEPT 35 GRAMS OR LESS OF A SYNTHETIC CANNABINOID,F,3,DANGEROUS DRUGS,TRUE,Drugs,35,
32457,M,A,MISD-POSS UP TO 35 GRAMS MARIJUANA,MISDRG,35,195202,POSSESSION OF UP TO 35 GRAMS OF MARIJUANA,M,7,DANGEROUS DRUGS,TRUE,Drugs,35,
32459,M,A,POSS UP TO 35 GRMS SYN CNNBNOID,MISDRG,35,195202,POSSESSION OF UP TO 35 GRAMS OF A SYNTHETIC CANNABINOID,M,7,DANGEROUS DRUGS,TRUE,Drugs,35,
32455,M,A,POSS UP TO 35 GRMS MARIJUANA,MISDRG,35,195202,POSSESSION OF UP TO 35 GRAMS OF MARIJUANA,,7,DANGEROUS DRUGS,TRUE,Drugs,35,
32449,F,B,POSSESS C/S PRIOR OFFEND,FELDRG,35,195202,POSSESSION OF CONTROLLED SUBSTANCE EXCEPT 35 GRAMS OR LESSOF MARIJUANA - PRIOR OFFENDER,,2,DANGEROUS DRUGS,TRUE,Drugs,35,
32448,F,A,POSS C/S PERSISTENT OFFE,FELDRG,35,195202,POSSESSION OF CONTROLLED SUBSTANCE EXCEPT 35 GRAMS OR LESSOF MARIJUANA - PERSISTENT OFFENDER,,1,DANGEROUS DRUGS,TRUE,Drugs,35,
32460,F,D,FRAUD ATT OBTN CONTR SUB,FELDRG,35,195204,FRAUDULENTLY ATTEMPTING TO OBTAIN CONTROLLED SUBSTANCE,F,4,DANGEROUS DRUGS,TRUE,Drugs,35,
